"ActivityDefinition.version","ActivityDefinition.version","","","",0,1,"","","Y","string {[]} {[]}
","アクティビティ定義のビジネスバージョン / Business version of the activity definition","このバージョンのアクティビティ定義を識別するために使用されるidentifierは、仕様、モデル、デザイン、またはインスタンスで参照されている場合です。これは、アクティビティ定義著者によって管理される任意の価値であり、グローバルにユニークであるとは期待されていません。たとえば、マネージドバージョンが利用できない場合は、タイムスタンプ（Yyyymmddなど）かもしれません。また、バージョンを辞書的なシーケンスに配置できるという期待もありません。意思決定サポートサービスの仕様と一致するバージョンを提供するには、Major.minor.revisionの形式（1.0.0など）を使用します。バージョンの知識資産の詳細については、意思決定支援サービスの仕様を参照してください。非実験的アクティブアセットにはバージョンが必要であることに注意してください。 / The identifier that is used to identify this version of the activity definition when it is referenced in a specification, model, design or instance. This is an arbitrary value managed by the activity definition author and is not expected to be globally unique. For example, it might be a timestamp (e.g. yyyymmdd) if a managed version is not available. There is also no expectation that versions can be placed in a lexicographical sequence. To provide a version consistent with the Decision Support Service specification, use the format Major.Minor.Revision (e.g. 1.0.0). For more information on versioning knowledge assets, refer to the Decision Support Service specification. Note that a version is required for non-experimental active assets.","同じidentifierを持っているが異なるバージョンを持つさまざまなアクティビティ定義インスタンスがある場合があります。バージョンは、[url] | [バージョン]を使用して、アクティビティ定義の特定のビジネスバージョンへの参照を許可するために、参照にURLに追加できます。 / There may be different activity definition instances that have the same identifier but different versions.  The version can be appended to the url in a reference to allow a reference to a particular business version of the activity definition with the format [url]|[version].","","","","","","","","",,,,,"",,,,"ActivityDefinition.version",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子要素が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.version","N/A (to add?)","FiveWs.version"
"ActivityDefinition.name","ActivityDefinition.name","","","",0,1,"","","Y","string {[]} {[]}
","このアクティビティ定義の名前（コンピューターフレンドリー） / Name for this activity definition (computer friendly)","アクティビティ定義を識別する自然言語名。この名前は、コード生成などのマシン処理アプリケーションにより、モジュールのidentifierとして使用できる必要があります。 / A natural language name identifying the activity definition. This name should be usable as an identifier for the module by machine processing applications such as code generation.","名前はグローバルにユニークであるとは予想されていません。名前は、機械加工に優しいことを確認するための単純な英数字タイプの名前である必要があります。 / The name is not expected to be globally unique. The name should be a simple alphanumeric type name to ensure that it is machine-processing friendly.","ヒューマンナビゲーションとコード生成をサポートします。 / Support human navigation and code generation.","","","","","","","",,,,,"",,,,"ActivityDefinition.name",0,1,"cnl-0
","ele-1:すべてのFHIR要素には、@valueまたは子要素が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ActivityDefinition.title","ActivityDefinition.title","","","",0,1,"","","Y","string {[]} {[]}
","このアクティビティ定義の名前（人間に優しい） / Name for this activity definition (human friendly)","アクティビティ定義の短い、説明的でユーザーフレンドリーなタイトル。 / A short, descriptive, user-friendly title for the activity definition.","この名前は、機械加工に優しいものである必要はなく、句読点、ホワイトスペースなどが含まれている場合があります。 / This name does not need to be machine-processing friendly and may contain punctuation, white-space, etc.","","","","","","","","",,,,,"",,,,"ActivityDefinition.title",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子要素が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.title",".title"
"ActivityDefinition.subtitle","ActivityDefinition.subtitle","","","",0,1,"","","","string {[]} {[]}
","アクティビティ定義の下位タイトル / Subordinate title of the activity definition","コンテンツに関する追加情報を提供するアクティビティ定義の説明または代替タイトル。 / An explanatory or alternate title for the activity definition giving additional information about its content.","","","","","","","","","",,,,,"",,,,"ActivityDefinition.subtitle",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子要素が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A (to add?)"
"ActivityDefinition.status","ActivityDefinition.status","","","",1,1,"","Y","Y","code {[]} {[]}
","ドラフト|アクティブ|引退|わからない / draft | active | retired | unknown","このアクティビティ定義のステータス。コンテンツのライフサイクルを追跡することができます。 / The status of this activity definition. Enables tracking the life-cycle of the content.","使用に適したアクティビティ定義のフィルタリングを使用できます。 / Allows filtering of activity definitions that are appropriate for use versus not.","","","","","","","","",,"required","アーティファクトのライフサイクルステータス。 / The lifecycle status of an artifact.","http://hl7.org/fhir/ValueSet/publication-status|4.3.0","",,,,"ActivityDefinition.status",1,1,"","ele-1:すべてのFHIR要素には、@valueまたは子要素が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.status {different ValueSet}",".status","FiveWs.status"
"ActivityDefinition.experimental","ActivityDefinition.experimental","","","",0,1,"","","Y","boolean {[]} {[]}
","テスト目的で、実際の使用法ではありません / For testing purposes, not real usage","このアクティビティ定義は、テスト目的（または教育/評価/マーケティング）のために執筆されており、本物の使用に使用されることを意図していないことを示すブール値。 / A Boolean value to indicate that this activity definition is authored for testing purposes (or education/evaluation/marketing) and is not intended to be used for genuine usage.","使用に適したアクティビティ定義のフィルタリングを使用できます。 / Allows filtering of activity definitions that are appropriate for use versus not.","生産レベルのアクティビティ定義に使用される同じライフサイクルに従って、実験コンテンツを開発できるようにします。 / Enables experimental content to be developed following the same lifecycle that would be used for a production-level activity definition.","","","","","","","",,,,,"",,,,"ActivityDefinition.experimental",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子要素が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.experimental","N/A (to add?)","FiveWs.class"
"ActivityDefinition.subject[x]","ActivityDefinition.subject[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Group|4.3.0]]}canonical {[]} {[]}","個別のタイプアクティビティ定義は目的です / Type of individual the activity definition is intended for","定義されている活動の対象となる主題を記述または識別するコード、グループ定義、またはカノニカル参照。カノニカル参照は、医薬品および物質の品質仕様のプロトコル定義をサポートするために許可されており、MedicinalProductDefinition、SubstanceDefinition、AdministrableProductDefinition、ManufacturedItemDefinition、またはPackagedProductDefinitionリソースを参照できます。 / A code, group definition, or canonical reference that describes  or identifies the intended subject of the activity being defined.  Canonical references are allowed to support the definition of protocols for drug and substance quality specifications, and is allowed to reference a MedicinalProductDefinition, SubstanceDefinition, AdministrableProductDefinition, ManufacturedItemDefinition, or PackagedProductDefinition resource.","subject要素のcanonical型の選択肢はR4Bで医薬品品質のユースケースをサポートするために導入されたことに注意。できるだけ後方互換性を確保するため、新しいcanonical型はこれらのユースケースでのみ使用することが推奨される。 / Note that the choice of canonical for the subject element was introduced in R4B to support pharmaceutical quality use cases. To ensure as much backwards-compatibility as possible, it is recommended to only use the new canonical type with these use cases.","","","忍耐強い / Patient","","","","","",,"extensible","活動の可能性のある被験者（患者、開業医、組織、場所など）の可能性のあるタイプ。 / The possible types of subjects for an activity (E.g. Patient, Practitioner, Organization, Location, etc.).","http://hl7.org/fhir/ValueSet/subject-type|4.3.0","",,,,"ActivityDefinition.subject[x]",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子要素が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.subject","N/A (to add?) { only applies for subject Patient? }"
"ActivityDefinition.date","ActivityDefinition.date","","Revision Date
","",0,1,"","","Y","dateTime {[]} {[]}
","日付は最後に変更されました / Date last changed","アクティビティ定義が公開された日付（およびオプションで時間）。ビジネスバージョンが変更されたときに日付が変更され、ステータスコードが変更された場合は変更する必要があります。さらに、アクティビティ定義の実質的な内容が変更されると、変更する必要があります。 / The date  (and optionally time) when the activity definition was published. The date must change when the business version changes and it must change if the status code changes. In addition, it should change when the substantive content of the activity definition changes.","リソースはアクティビティ定義の二次表現である可能性があるため、これはリソースラスト修飾日と同じではないことに注意してください。追加の特定の日付は、拡張機能として追加されるか、リソースの過去のバージョンに関連する提案に相談することで見つけることができます。 / Note that this is not the same as the resource last-modified-date, since the resource may be a secondary representation of the activity definition. Additional specific dates may be added as extensions or be found by consulting Provenances associated with past versions of the resource.","","","","","","","","",,,,,"",,,,"ActivityDefinition.date",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子要素が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.date",".participation[typeCode=AUT].time","FiveWs.recorded"
"ActivityDefinition.publisher","ActivityDefinition.publisher","","","",0,1,"","","Y","string {[]} {[]}
","出版社の名前（組織または個人） / Name of the publisher (organization or individual)","アクティビティ定義を公開した組織または個人の名前。 / The name of the organization or individual that published the activity definition.","通常、組織ですが、個人かもしれません。アクティビティ定義のパブリッシャー（またはスチュワード）は、アクティビティ定義のメンテナンスと維持の主な責任を負う組織または個人です。これは、必ずしもコンテンツを開発し、最初に執筆した個人または組織ではありません。出版社は、アクティビティ定義に関する質問または問題の連絡先の主要なポイントです。情報がコンテキストから利用可能でない限り、このアイテムは入力する必要があります。 / Usually an organization but may be an individual. The publisher (or steward) of the activity definition is the organization or individual primarily responsible for the maintenance and upkeep of the activity definition. This is not necessarily the same individual or organization that developed and initially authored the content. The publisher is the primary point of contact for questions or issues with the activity definition. This item SHOULD be populated unless the information is available from context.","アクティビティ定義の「権限/信頼性」を確立するのに役立ちます。また、接触を許可する場合があります。 / Helps establish the ""authority/credibility"" of the activity definition.  May also allow for contact.","","","","","","","",,,,,"",,,,"ActivityDefinition.publisher",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子要素が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.publisher {as string instead of CodeableConcept}",".participation[typeCode=AUT].role","FiveWs.witness"
"ActivityDefinition.contact","ActivityDefinition.contact","","","",0,*,"","","Y","ContactDetail {[]} {[]}
","出版社の連絡先の詳細 / Contact details for the publisher","ユーザーがパブリッシャーを見つけて通信するのを支援する連絡先の詳細。 / Contact details to assist a user in finding and communicating with the publisher.","Webサイト、電子メールアドレス、電話番号などです。 / May be a web site, an email address, a telephone number, etc.","","","","","","","","",,,,,"",,,,"ActivityDefinition.contact",0,*,"","ele-1:すべてのFHIR要素には、@valueまたは子要素が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.contact",".participation[typeCode=CALLBCK].role"
"ActivityDefinition.description","ActivityDefinition.description","","","",0,1,"","","Y","markdown {[]} {[]}
","アクティビティ定義の自然言語説明 / Natural language description of the activity definition","消費者の観点からのアクティビティ定義の無料テキスト自然言語説明。 / A free text natural language description of the activity definition from a consumer's perspective.","この説明は、アクティビティ定義が作成された理由、誤用に関するコメント、臨床使用と解釈の指示、文献の参照、紙の世界からの例などの詳細をキャプチャするために使用できます。伝達されるアクティビティ定義のレンダリングではありません。リソース自体の「テキスト」フィールド。この項目は、情報がコンテキストから利用可能でない限り入力する必要があります（たとえば、アクティビティ定義の言語は、アクティビティ定義が作成された場所の主要な言語であると推定されます）。 / This description can be used to capture details such as why the activity definition was built, comments about misuse, instructions for clinical use and interpretation, literature references, examples from the paper world, etc. It is not a rendering of the activity definition as conveyed in the 'text' field of the resource itself. This item SHOULD be populated unless the information is available from context (e.g. the language of the activity definition is presumed to be the predominant language in the place the activity definition was created).","","","","","","","","",,,,,"",,,,"ActivityDefinition.description",0,1,"","ele-1:すべてのFHIR要素には、@valueまたは子要素が必要です / All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.description",".text"
